"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"DOGRA regiment has a proud history in the INDIAN ARMY.SUBEDAR VIJAY KUMAR SHARMA comes from the 16th battalion of the DOGRA regiment who has",FALSE,663,NA,2012-08-04 18:51:34,FALSE,NA,"231824718263623680",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",190,FALSE,FALSE,NA,NA
"Congratulations to Gagan on winning the medal and making all the INDIANS proud.many more to come",FALSE,810,NA,2012-07-30 12:24:33,FALSE,NA,"229915382272651264",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",616,FALSE,FALSE,NA,NA
"@urssrilu666 sir yes sir, any tips sir",FALSE,2633,"urssrilu666",2012-07-17 08:25:16,FALSE,"225143903739850752","225144124242788352","141819688","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",2036,FALSE,FALSE,NA,NA
"Spot the difference http://t.co/eTEvd3Gp",FALSE,944,NA,2012-07-17 08:21:42,FALSE,NA,"225143226426859520",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",221,FALSE,FALSE,NA,NA
"@ishangodbole well u may not like me but hate is a very strong word to be used anyways its ur choice so I won't complain",FALSE,1696,NA,2012-07-17 08:03:02,FALSE,NA,"225138527304822784",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",1126,FALSE,FALSE,NA,NA
"@gautambalgi if thts the case then they listen to all the serials also so strict instructions hve food before 8.30 or after 11pm",FALSE,283,"gautambalgi",2012-07-17 08:01:00,FALSE,"225137524220239873","225138014786039808","469467357","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",52,FALSE,FALSE,NA,NA
"""@beingashu79: @msdhoni The only person to whom a woman listens is a photographer <U+0001F631><U+0001F603>""but only after giving her input, this is funny",FALSE,790,NA,2012-07-17 07:54:28,FALSE,NA,"225136371621302273",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",223,FALSE,FALSE,NA,NA
"Thank u all for ur gud wishes,celebrated on hudson rvr with NYC ppl on1 side,NJ on the other and amazing fireworks on top.",FALSE,729,NA,2012-07-05 05:19:32,FALSE,NA,"220748726560505857",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",216,FALSE,FALSE,NA,NA
"@YUVSTRONG12 am missing ur football for a long time now,the only footballer who handles every1 with his left leg only",FALSE,409,"YUVSTRONG12",2012-07-01 19:46:04,FALSE,"219516516503261184","219517243904622593","59808841","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",256,FALSE,FALSE,NA,NA
"And wenever fabregas comes onscreen sakshi gets right in front of tv,hmmm her nxt demand can be a 3d tv wenever fabregas plays a game",FALSE,840,NA,2012-07-01 19:40:03,FALSE,NA,"219515730947883008",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",472,FALSE,FALSE,NA,NA
"Instead of fancy footwork they rely on sharp angles,amazing to watch",FALSE,587,NA,2012-07-01 19:37:08,FALSE,NA,"219514997125025792",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",132,FALSE,FALSE,NA,NA
"What a game till now,hope 2nd half will also be the same.there is some strange calmness about the way SPAIN is playing",FALSE,621,NA,2012-07-01 19:35:39,FALSE,NA,"219514623886503936",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",209,FALSE,FALSE,NA,NA
"Spain deserve to win this game but anyways now its lottery football, one who holds the nerve better will win.time for goalkeepers to b hero",FALSE,627,NA,2012-06-27 21:15:27,FALSE,NA,"218090190386892801",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",214,FALSE,FALSE,NA,NA
"2nd half was gud fun,I don't mind another 30 mins of gud football.whichever team wins doesn't matter as I am not picking any side",FALSE,578,NA,2012-06-27 20:40:08,FALSE,NA,"218081300890927104",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",122,FALSE,FALSE,NA,NA
"Amt of rest ronaldo had in the 1st half he may b difficult for the defenders to handle in the 2nd,funny to c the players going after referee",FALSE,584,NA,2012-06-27 19:36:18,FALSE,NA,"218065235779665922",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",169,FALSE,FALSE,NA,NA
"@yotsna_mahi7 he needs a tweet more than all of u,u all shd b proud indirectly u all r helping him",FALSE,205,"Yotsna7",2012-06-24 19:59:15,FALSE,"216983058757328896","216983847139672066","470348235","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",43,FALSE,FALSE,NA,NA
"@twitsath ur right but no1 can ride and tweet so bike is already in the garage.hope eng play a bit more attacking football in the 2nd half",FALSE,190,"twitsath",2012-06-24 19:52:32,FALSE,"216980901702283264","216982159309811712","272943107","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",45,FALSE,FALSE,NA,NA
"How many of u still own and ride a 2 stroke bike,I don't ride them very often but I collect them.very diff feel compared to a 4stroke bike",FALSE,638,NA,2012-06-24 19:42:44,FALSE,NA,"216979690961903617",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",124,FALSE,FALSE,NA,NA
"RT @sanjkhet1984: @msdhoni MS Dhoni.. Its my birthday today.. Can you do me a great honour and give me a RT please",FALSE,0,NA,2012-06-20 16:03:54,FALSE,NA,"215475070334812160",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",72,TRUE,FALSE,NA,NA
"Few of the trainers,the strength of SPORTSFIT.spent nice 45 mins with the members but didn't do much http://t.co/QNj0JZw0",FALSE,675,NA,2012-06-20 15:57:16,FALSE,NA,"215473398241968128",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",105,FALSE,FALSE,NA,NA
"http://t.co/JpYPXGTJ",FALSE,620,NA,2012-06-20 15:54:05,FALSE,NA,"215472597578694656",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",64,FALSE,FALSE,NA,NA
"Member at our gym http://t.co/o4qJq3E3",FALSE,652,NA,2012-06-20 15:53:24,FALSE,NA,"215472428711813120",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",83,FALSE,FALSE,NA,NA
"Just came back from our gym SPORTSFIT,will post a few pics soon",FALSE,591,NA,2012-06-20 15:52:10,FALSE,NA,"215472117767094273",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",71,FALSE,FALSE,NA,NA
"@chicane80 u were suppose to ride it before me but u never came to delhi so finally I went on a spin,so wenever u come here its all urs",FALSE,171,"chicane80",2012-06-19 20:32:55,FALSE,"215179861877202945","215180382881054720","35242008","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",23,FALSE,FALSE,NA,NA
"@Bhuvana77 watching both the games, hve not picked any side yet",FALSE,183,"Bhuvana77",2012-06-19 20:31:00,FALSE,"215178938807357441","215179899416227840","156306805","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",23,FALSE,FALSE,NA,NA
"@praanz the world was ready for it but INDIA was not.it was a huge success all over the world and infact it had quite a few diff versions",FALSE,172,"praanz",2012-06-19 20:18:29,FALSE,"215175866353860608","215176748722171904","53436482","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",22,FALSE,FALSE,NA,NA
"@priyanshsuri 2 harleys tht I hve tried r the fatboy and nightrod.I don't agree with nightrod being a harley,it doesn't hve the harley feel",FALSE,174,NA,2012-06-19 20:15:23,FALSE,NA,"215175969722466306",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",20,FALSE,FALSE,NA,NA
"@flying_sikh done, v can defend our planes in the debate",FALSE,172,"flying_sikh",2012-06-19 20:09:26,FALSE,"215173679557001219","215174473186414593","287101311","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",17,FALSE,FALSE,NA,NA
"@praanz thts so true,cannot imagine it was a huge flop,I think thts why ppl say timing is very important.I hve quite a few of them",FALSE,174,"praanz",2012-06-19 20:07:31,FALSE,"215173173283524608","215173989935489024","53436482","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",20,FALSE,FALSE,NA,NA
"@gauthamselvaraj I luv 2 stroke bikes but no stunts for me,hve never tried any stunts,hve burnt rear tyres a few times so u also b safe",FALSE,184,"yourdaddy2600",2012-06-19 20:03:31,FALSE,"215171655679492097","215172983847784448","271486441","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",22,FALSE,FALSE,NA,NA
"@flying_sikh I wd agree with u on eurofighter but not so much with the f-16, anyways thts personal choice.waiting for the rafael's(IAF)",FALSE,170,"flying_sikh",2012-06-19 20:00:32,FALSE,"215171173527465985","215172231062499328","287101311","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",19,FALSE,FALSE,NA,NA
"@flying_sikh yup it was a fantastic plane and it served really well so if u r asked to pick 1 from this generation which one wd u pick",FALSE,177,"flying_sikh",2012-06-19 19:54:01,FALSE,"215169633521639424","215170593807540224","287101311","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",18,FALSE,FALSE,NA,NA
"@ApekshaIshtar well I had to borrow it as I was not carrying my own and it was so cold tht I preferred being warm than looking good",FALSE,180,NA,2012-06-19 19:45:01,FALSE,NA,"215168326547148801",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",21,FALSE,FALSE,NA,NA
"@flying_sikh I like ur display pic but my fav one is the su30 mki,ur plane has been phased out so time to change(just joking)",FALSE,181,"flying_sikh",2012-06-19 19:41:29,FALSE,"215162100870422531","215167437686059008","287101311","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",23,FALSE,FALSE,NA,NA
"Sorry the pic is not very clear http://t.co/Ph7G1oD7",FALSE,752,NA,2012-06-19 19:17:54,FALSE,NA,"215161501126897665",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",160,FALSE,FALSE,NA,NA
"Just came back after my 1st ride on hellcat,will share a few things after a few more rides.nice 1st ride,a bit different to my other bikes",FALSE,602,NA,2012-06-19 19:16:48,FALSE,NA,"215161227926704128",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",108,FALSE,FALSE,NA,NA
"@CA_isdamn_hard yup I did,I tried to kick the ball but it hit drogba's leg and he fell but I did apologise instantly",FALSE,193,"WatchingCricket",2012-06-17 16:32:19,FALSE,"214393753006391296","214395056373760000","493160196","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",37,FALSE,FALSE,NA,NA
"Ranbir was very agile throughout the game and he put a lot of pressure on our goalkeeper vijay,a must watch is bhajju pa's goal so plz enjoy",FALSE,682,NA,2012-06-17 16:26:00,FALSE,NA,"214393465558142976",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",191,FALSE,FALSE,NA,NA
"Drogba was really sweet and polite, nice of him to play for a while with the boys.baichung played really well for",FALSE,596,NA,2012-06-17 16:23:51,FALSE,NA,"214392926824972288",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",145,FALSE,FALSE,NA,NA
"Our team played a bit rough after the game started but delhi boys were very polite but competitive.sorry for the foul on drogba",FALSE,592,NA,2012-06-17 16:21:33,FALSE,NA,"214392346115178496",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",109,FALSE,FALSE,NA,NA
"Done with the pepsi football match,it was gud fun.everyone played well.thanks to the delhi team as they didn't play rough football",FALSE,605,NA,2012-06-17 16:19:19,FALSE,NA,"214391784317530112",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",118,FALSE,FALSE,NA,NA
"@Pratham_10 I was good in football and badminton but I could play most of the sport quite well",FALSE,232,"Pratham_10",2012-06-12 08:17:52,FALSE,"212457294942834688","212458684960358400","179897374","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",54,FALSE,FALSE,NA,NA
"@yashbenz till class 9th my attendance was really really gud,class 10th it became bad and class 12th was the worst-am happy with wat I chose",FALSE,249,"yashbenz",2012-06-12 08:15:28,FALSE,"212456405813309440","212458079198003200","271936916","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",76,FALSE,FALSE,NA,NA
"Sadly in school cricket was not a subject but there was a chance to follow watever sport a student was gud at, I miss my school days themost",FALSE,871,NA,2012-06-12 08:12:36,FALSE,NA,"212457359824523265",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",330,FALSE,FALSE,NA,NA
"@rainy_leone nursery then kg and from class1 to class12, isn't tht 14 yrs he he he",FALSE,223,"kickasss420",2012-06-12 08:08:54,FALSE,"212455024247316480","212456428714213377","69388348","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",42,FALSE,FALSE,NA,NA
"@Yotsnagupta777 after the vote http://t.co/YJMeWGqO",FALSE,278,"Yotsna7",2012-06-12 08:06:25,FALSE,"212453670850269184","212455805172203521","470348235","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",38,FALSE,FALSE,NA,NA
"Citizen power.just came back after casting my vote.it was also an opportunity to go to my old school where I spent 14 yrs",FALSE,683,NA,2012-06-12 08:01:57,FALSE,NA,"212454679563612160",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",154,FALSE,FALSE,NA,NA
"Finally back home with family and pets and enough spare time to make and enjoy mango shakes before the mango season ends",FALSE,854,NA,2012-06-09 14:13:23,FALSE,NA,"211460989877620737",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",317,FALSE,FALSE,NA,NA
"Closer view http://t.co/sbIobb8W",FALSE,1758,NA,2012-05-28 11:59:40,FALSE,NA,"207078683339534336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msdhoni",431,FALSE,FALSE,NA,NA
"My unusual bike http://t.co/PXgG24fF",FALSE,2874,NA,2012-05-28 11:58:37,FALSE,NA,"207078418213376000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msdhoni",947,FALSE,FALSE,NA,NA
"Quite an emotional moment.playing together for 2 months and finally wishing each other before v depart our ways but only to meet again.",FALSE,1097,NA,2012-05-27 20:13:25,FALSE,NA,"206840551352442880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msdhoni",760,FALSE,FALSE,NA,NA
"Gud 2nd game.great effort by the team,jadeja,bravo,faf and jakati stood out.meeting AB sr at the opening ceremony was really special.",FALSE,859,NA,2012-04-07 18:43:39,FALSE,NA,"188698567576272896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msdhoni",365,FALSE,FALSE,NA,NA
"Wish u all a very happy new year",FALSE,1090,NA,2012-01-01 00:45:41,FALSE,NA,"153275669156081664",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",532,FALSE,FALSE,NA,NA
"http://t.co/vMYmnfc6",FALSE,745,NA,2011-12-20 10:23:58,FALSE,NA,"149072544547344384",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",159,FALSE,FALSE,NA,NA
"Camedown to breakfast early only to realise team won't leave for another 2hrs,bad weather,thkng wat to do.nxt time will open the curtains1st",FALSE,666,NA,2011-12-18 22:04:00,FALSE,NA,"148523938081812480",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",142,FALSE,FALSE,NA,NA
"So in team soccer event it was man utd vs liverpool and the result in favour of man utd 5-2, trevor our fielding coach lost again",FALSE,622,NA,2011-12-18 01:03:23,FALSE,NA,"148206689949200385",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",137,FALSE,FALSE,NA,NA
"Its a long training day ahead of us,some soccer,catching,running+fielding,competition throwing,kit bags to be given rest, no nets",FALSE,594,NA,2011-12-17 22:34:25,FALSE,NA,"148169203235565569",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",93,FALSE,FALSE,NA,NA
"Thanks to CNN IBN for selecting me as the sportsperson of the year,all because of our TEAM INDIA.congrats to all the award winners.",FALSE,760,NA,2011-12-16 22:04:11,FALSE,NA,"147799205942001664",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",271,FALSE,FALSE,NA,NA
"@GrantWPhilpott thanks for the help. Really amazing plane and the ppl who were part of all those missions",FALSE,176,"GrantWPhilpott",2011-12-14 22:37:22,FALSE,"147063791992049665","147082783636992000","143707708","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",33,FALSE,FALSE,NA,NA
"RT @GrantWPhilpott: @msdhoni that is Lancaster ""G for George""!",FALSE,0,NA,2011-12-14 22:31:43,FALSE,NA,"147081358626398208",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",42,TRUE,FALSE,NA,NA
"Off to the stadium for the 1st practice game,cloudy weather,a bit cold also but overall nice condition",FALSE,598,NA,2011-12-14 22:28:15,FALSE,NA,"147080489159761920",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",124,FALSE,FALSE,NA,NA
"This bomber plane was part of 90 missions during world war2  and is placed at the war memorial http://t.co/9LE7k89k",FALSE,632,NA,2011-12-14 19:59:53,FALSE,NA,"147043151029342210",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",98,FALSE,FALSE,NA,NA
"Finally reached the hotel at 2.15am local time, felt like a long journey.",FALSE,653,NA,2011-12-13 15:34:10,FALSE,NA,"146613892561375233",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",147,FALSE,FALSE,NA,NA
"Welldone viru pa, double it up",FALSE,885,NA,2011-12-09 04:46:12,FALSE,NA,"145001275036155906",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",361,FALSE,FALSE,NA,NA
"Ppl thought there r a few who cd score 200 after paji,I always believed there is only one, one of our modern era legends- virender sehwag",FALSE,1002,NA,2011-12-09 04:45:39,FALSE,NA,"145001136120795136",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",652,FALSE,FALSE,NA,NA
"When you throw a baby in the air, she laughs because she knows you will catch her...THAT'S TRUST",FALSE,2745,NA,2011-12-08 06:15:20,FALSE,NA,"144661318492889089",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",1616,FALSE,FALSE,NA,NA
"Once,all villagers decided to pray for rain, on the day of prayer all the People gathered but only one boy came with an umbrella THT'S FAITH",FALSE,1340,NA,2011-12-08 06:04:08,FALSE,NA,"144658500079988736",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",899,FALSE,FALSE,NA,NA
"@beingankurzutsh maybe I am wrong but its still a nice song",FALSE,193,"TheAnkurzutshi",2011-12-02 13:33:35,FALSE,"142595956960002049","142597279671529472","85336962","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",37,FALSE,FALSE,NA,NA
"Ok guys listen to EMPTINESS by rohan rathore",FALSE,1231,NA,2011-12-02 13:14:05,FALSE,NA,"142592372528787456",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",651,FALSE,FALSE,NA,NA
"rtsp://v2.cache6.c.youtube.com/CjgLENy73wIaLwk-eQUJOJZ_OxMYJCAkFEIJbXYtZ29vZ2xlSARSB3Jlc3VsdHNguM-I5-brweZODA==/0/0/0/video.3gp",FALSE,567,NA,2011-12-02 09:09:33,FALSE,NA,"142530834589687808",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",87,FALSE,FALSE,NA,NA
"Listen to this song",FALSE,650,NA,2011-12-02 09:09:23,FALSE,NA,"142530793670062080",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",140,FALSE,FALSE,NA,NA
"Finally loading CALL of DUTY MW3 on my laptop,hope its better than BLACK OPS",FALSE,689,NA,2011-11-20 13:38:11,FALSE,NA,"138249783235182592",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",202,FALSE,FALSE,NA,NA
"End of wat seems like a very long test match,after 1st day I hve been on the field throughout for 175 overs.",FALSE,684,NA,2011-11-17 09:20:45,FALSE,NA,"137097834834034688",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",230,FALSE,FALSE,NA,NA
"Need a favour from the computer game lovers.which is the latest and best first person shooting game,need to get a few",FALSE,664,NA,2011-11-13 04:17:19,FALSE,NA,"135571919826206721",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",178,FALSE,FALSE,NA,NA
"Thanks for reminding me about kolkata fuchkas but I prefer the ranchi ones,if anyone goes to ranchi then he/she shd try",FALSE,663,NA,2011-11-13 04:12:17,FALSE,NA,"135570652534022144",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",159,FALSE,FALSE,NA,NA
"U can feel the start of winter season, not because of the dropping temperature but because its getting dark by 4.45",FALSE,647,NA,2011-11-12 11:19:41,FALSE,NA,"135315827317669888",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",174,FALSE,FALSE,NA,NA
"End of practice sesn,kolkata among the best place for food,for me its biryani and chicken chaap or the rolls u get out here on the streets",FALSE,641,NA,2011-11-12 11:17:03,FALSE,NA,"135315164756066304",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",161,FALSE,FALSE,NA,NA
"http://t.co/EA1Kr7Xe",FALSE,740,NA,2011-11-09 15:02:08,FALSE,NA,"134284642168750080",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",131,FALSE,FALSE,NA,NA
"Guys did you connect with me on my Google Plus yet?  http://t.co/CLwjxYHW""",FALSE,618,NA,2011-11-09 09:46:52,FALSE,NA,"134205304891125760",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",117,FALSE,FALSE,NA,NA
"Nice end to the test match, one extra day of rest before kolkata test",FALSE,634,NA,2011-11-09 09:27:10,FALSE,NA,"134200347563528192",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",153,FALSE,FALSE,NA,NA
"A very gud morning and Eid mubarak to everyone",FALSE,815,NA,2011-11-07 02:05:35,FALSE,NA,"133364440501460992",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",245,FALSE,FALSE,NA,NA
"Done with dinner, waiting for the room keys as the old ones r not working, won't keep them nxt to the mobile again",FALSE,608,NA,2011-11-06 16:40:53,FALSE,NA,"133222332977262592",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",124,FALSE,FALSE,NA,NA
"Good morning everyone.test cricket in india also teaches us how to get up early in the morning",FALSE,701,NA,2011-11-06 01:07:50,FALSE,NA,"132987519150211072",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",203,FALSE,FALSE,NA,NA
"Me and my wife in the same room but communicating via twitter",FALSE,1360,NA,2011-11-05 14:24:31,FALSE,NA,"132825624027996160",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",641,FALSE,FALSE,NA,NA
"@Bhuvana77 ok then let me bring ur countdown to 0",FALSE,154,"Bhuvana77",2011-11-05 14:20:52,FALSE,"132816647600865280","132824706561753090","156306805","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",38,FALSE,FALSE,NA,NA
"Finally everything over for today,press conference,team meeting,match referee meeting so my wife thinks its time for her to eat my head",FALSE,1387,NA,2011-11-05 14:16:26,FALSE,NA,"132823592646885376",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",727,FALSE,FALSE,NA,NA
"1st practice session over,time spent on batting and keeping drills",FALSE,545,NA,2011-11-04 11:55:38,FALSE,NA,"132425768742551552",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",102,FALSE,FALSE,NA,NA
"A very good morning, I know its evening but wat to do slept at 3.10am and got up just now,caught up with all the sleep",FALSE,588,NA,2011-11-03 13:13:26,FALSE,NA,"132082959003037697",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",141,FALSE,FALSE,NA,NA
"@aditya0912 I will try sir",FALSE,150,"aditya0912",2011-10-29 17:05:21,FALSE,"130323703803293697","130329384853843968","23481599","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",91,FALSE,FALSE,NA,NA
"@yuvsingh09 my bike is better than ur baby ha ha ha 0-100 in 2.5secs",FALSE,298,"YUVSTRONG12",2011-10-29 16:41:03,FALSE,"130265832902234112","130323268023500802","59808841","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","msdhoni",230,FALSE,FALSE,NA,NA
